7858 12801 1
12801 3247 1
609 11567 1
11567 2577 1
2577 876 1
876 28744 1
28744 31259 1
31259 427 1
427 5755 1
5755 18974 1
1253 1993 1
1823 192 1
192 624 1
624 1672 1
1672 3099 1
3099 3729 1
3729 21399 1
21399 9280 1
9280 4902 1
4902 7508 1
7508 6778 1
6778 1373 1
1373 1590 1
1556 4679 1
4679 3609 1
3609 7586 1
7586 6487 1
6487 10927 1
10927 10524 1
10524 4665 1
4665 12185 1
12185 25694 1
25694 27208 1
27208 6385 1
6385 32224 1
32224 31776 1
31776 12728 1
3289 11922 2
11922 9506 1
9506 8873 1
1787 21066 1
21066 28580 1
28580 15658 1
15658 27031 1
27031 4665 1
4665 6495 1
6495 14656 1
3059 3 1
3 51 1
51 575 2
575 1478 1
1478 92 1
92 7 2
7 2544 1
2544 501 1
501 24111 1
24111 12882 1
12882 26292 1
26292 16447 1
16447 26949 1
26949 239 1
263 239 3
239 1052 1
1052 492 1
355 263 2
263 668 1
668 492 1
51 492 1
492 1149 4
1149 6 1
6 6047 1
6047 668 1
668 862 1
862 3337 1
3337 3940 1
3940 673 1
673 2690 2
2690 4751 1
4751 1009 1
1009 8519 1
8519 23962 1
23962 2844 1
2844 355 2
355 2598 2
2598 9347 1
9347 15793 1
15793 2407 1
355 0 1
0 239 1
239 1 2
2844 263 1
263 355 1
3245 2134 2
2134 7 1
7 3823 1
668 51 2
51 355 1
263 1 2
355 668 1
668 539 1
539 877 1
877 263 1
263 1786 1
1786 11121 1
11121 1390 1
1390 11150 1
11150 4330 1
0 355 1
355 2690 1
2690 517 1
517 673 1
673 1853 1
1853 2137 1
2137 4751 1
4751 22035 1
22035 13118 1
13118 30245 1
30245 17580 1
1204 751 1
751 26677 1
26677 9196 1
9196 3258 1
3258 698 1
698 27725 1
27725 13118 1
51 673 1
673 11542 1
11542 5603 1
5603 263 1
506 913 1
913 3394 1
3394 13046 1
13046 7442 1
7442 33461 1
33461 668 1
668 12235 1
12235 8001 1
8001 2950 1
2950 3456 2
3456 1771 1
1771 2199 1
2199 673 1
2690 24524 1
24524 2907 1
2907 32728 1
32728 1176 1
1176 3337 1
3337 6429 1
6429 5603 1
5603 7 1
7 263 1
19607 4102 1
4102 1767 1
1767 1690 1
1690 9112 1
9112 29323 1
29323 30221 1
30221 9432 1
9432 2297 1
2297 6203 2
6203 1183 1
8001 2199 1
2199 5465 1
1690 355 1
355 141 1
141 3394 1
3394 18845 1
90 28 1
28 1632 1
1632 2516 1
2516 9795 1
9795 150 1
150 4956 1
4956 306 1
306 940 1
940 2959 3
2959 187 1
187 515 2
515 67 2
67 315 1
315 7958 1
7958 1246 1
1246 1057 3
1057 3834 1
3834 10837 1
261 26349 1
26349 458 1
458 1662 2
1662 1725 1
1725 1300 1
1300 438 1
438 13731 1
221 12013 1
5808 2174 1
2174 13795 1
10405 5539 1
11510 9626 1
9626 31457 1
31457 11227 1
14168 31541 1
15964 1849 1
4480 6535 1
6535 3794 1
119 12 2
12 773 4
773 31 1
31 15563 1
15563 991 1
991 67 1
67 543 3
543 1025 1
632 1182 2
1182 1407 1
1407 3058 1
737 116 1
116 2031 1
2031 5503 1
5503 5777 1
5777 9254 1
13583 517 1
22834 1532 1
1532 1502 1
140 353 1
567 26657 1
26657 13198 1
13198 4371 1
4371 5261 1
9472 6162 1
6162 11427 1
11427 25441 1
18 299 4
299 177 1
177 1192 3
1192 482 1
482 146 3
146 5023 1
219 930 4
2418 1814 1
1814 4693 1
4693 394 1
394 8316 1
8316 1983 1
1983 12506 1
12506 1814 1
1814 645 1
645 1107 1
1107 31918 1
31918 3179 1
3179 8316 1
8316 3686 1
3686 33319 1
33319 1983 1
1983 4813 1
4813 7037 1
7037 829 1
43 23 1
23 83 1
83 9 6
9 39 2
39 33 1
33 498 1
3307 466 1
466 36 1
20420 255 1
2114 36 1
36 1895 1
172 925 1
925 551 1
551 679 1
679 794 1
2434 91 1
388 31 1
31 117 10
150 1828 1
1828 2860 1
368 258 1
393 1624 2
13579 13579 1
1824 1294 1
1294 884 1
884 135 1
135 135 2
5251 5236 1
5236 6723 1
15779 141 1
5251 19652 1
19652 5236 1
32290 20177 1
20177 21082 1
21082 19909 1
1063 239 1
239 7 2
7 27708 1
27708 33357 1
33357 27599 1
27599 19006 1
19006 8993 1
8993 4184 1
4184 1008 1
1008 23885 1
23885 13089 1
4944 1330 1
1330 782 1
7 4184 1
26347 10487 1
10487 7320 1
236 22761 1
605 605 1
871 959 2
959 731 1
4292 2469 1
2469 12564 1
12564 10862 1
10862 6439 1
3351 1402 1
9285 16242 1
16242 24312 1
24312 756 1
756 105 1
105 490 1
490 11032 1
11032 1724 1
1724 10454 1
10454 1862 1
1862 16300 1
16300 18389 1
6687 7986 1
7986 9302 1
9302 452 1
452 3804 1
23161 7287 1
7287 351 1
351 752 2
1300 397 1
397 807 1
897 3000 1
3000 30 1
30 177 2
1300 897 1
897 20129 1
20129 9418 1
3371 111 1
111 5917 1
5917 10625 1
1279 1279 1
1944 8128 1
2512 700 3
700 11533 1
11533 12265 1
621 158 3
158 621 1
1080 993 2
2595 1029 1
1565 12785 1
2230 495 1
495 3163 1
3163 1887 1
5 106 8
106 32 3
32 214 3
214 81 3
81 4120 1
2964 8856 1
8856 5053 1
5053 593 2
2964 5040 1
5040 5626 1
12848 8084 1
8084 11999 1
11999 2762 1
2762 6494 1
6494 27392 1
31246 23857 1
23857 13628 1
13628 24118 1
6097 21 1
21 19140 1
19140 10347 1
10347 23874 1
23874 29896 1
29896 10347 1
8121 7974 1
1228 1647 1
1647 15057 1
15057 7260 1
487 255 1
18341 7645 1
7645 7838 1
206 12128 1
12128 484 1
484 13718 1
13718 19967 1
19967 27209 1
27209 22082 1
290 1866 1
1866 1376 1
1376 3063 1
3063 2790 2
2790 199 1
199 720 1
720 5 1
463 2109 2
2109 1952 1
1967 149 1
126 45 1
45 25012 1
25012 18685 1
18685 20385 1
20385 3301 1
3505 1933 1
1933 142 1
100 557 9
27313 5242 1
5797 11632 1
11632 25274 1
11042 11042 1
15225 14552 1
14552 20448 1
20448 11045 1
137 836 1
836 2640 1
2640 29515 1
29515 2373 1
7957 4290 1
4290 7433 1
7433 2954 1
2668 10916 1
10916 19954 1
19954 16668 1
16668 6935 1
6935 5485 1
5485 11016 1
11016 29786 1
29786 25747 1
25747 19828 1
19828 18984 1
18984 17558 1
2717 205 1
890 2209 1
2209 605 1
605 1470 1
1470 5833 1
5833 4515 1
2895 8900 1
4935 160 1
160 1457 1
1457 4382 1
4382 3772 1
1771 4819 2
4819 16797 1
16797 6794 1
7 0 11
11127 33247 1
33247 20606 1
311 943 1
1219 3646 2
3646 2183 1
2183 12766 1
12766 1397 1
652 941 1
941 147 2
147 1869 2
1869 82 1
82 370 1
370 714 1
714 2223 1
7261 12088 1
22160 21761 1
21761 22794 1
22794 30008 1
15258 17808 1
3540 3134 1
3134 26490 1
26490 115 1
115 344 1
344 785 1
785 3313 1
389 220 1
220 144 1
18009 6093 1
6093 28 1
28 8219 1
8219 34043 1
34043 12457 1
568 11377 1
13627 2159 1
10466 27008 1
27008 5355 1
5355 585 1
585 9406 1
9406 19118 1
19118 22586 1
3755 3818 1
3818 3052 1
3052 3412 1
3412 11862 1
11862 2634 1
2634 1331 1
13418 3030 1
3030 12503 1
12503 4495 1
4495 12160 1
12160 12462 1
12462 12160 1
20446 2003 1
1945 1285 1
1285 131 1
131 1537 1
1928 2728 1
3226 14876 1
2676 1692 1
1692 855 2
855 24722 1
24722 18569 1
18569 6811 1
30840 22349 1
22349 26814 1
18730 6280 1
6280 22330 1
22330 18914 1
18914 1234 1
1234 11929 1
30926 9013 1
9013 25588 1
25588 6413 1
6413 6917 1
6917 10683 1
235 5956 1
5956 2965 1
2965 857 1
13 97 6
97 69 2
69 4495 1
4495 445 1
445 573 1
573 466 1
20806 33726 1
6367 724 1
724 2459 1
2459 2437 1
2437 2548 1
409 835 1
835 323 2
103 230 1
1908 2324 2
2324 977 1
28144 5464 1
5464 26311 1
26311 28754 1
28754 2324 1
2324 1908 2
13683 9779 1
9779 25524 1
25524 21421 1
7572 62 1
62 4706 1
2156 1089 1
1089 18230 1
18230 4802 1
4802 30383 1
30383 10413 1
10413 2908 1
2908 6614 2
2156 4452 1
24371 2156 1
2156 32282 1
32282 1424 1
1701 82 1
82 418 1
418 1182 1
1182 652 1
652 12144 2
12144 1103 1
1103 5766 1
5766 2194 1
9849 47 1
47 1362 2
349 89 1
16829 27944 1
27944 6168 1
57 19 4
19 58 2
58 28 6
28 1912 1
1912 151 1
151 278 1
278 559 1
559 2780 1
2780 21804 1
21804 30165 1
30165 6812 1
6812 2426 1
2426 3554 1
3554 1282 2
22473 5947 1
28026 33565 1
1080 28661 1
28661 14083 1
14083 1043 1
1043 4455 1
4455 6053 1
6053 22400 1
12352 286 1
286 6049 1
6049 1367 1
1367 28424 1
28424 10094 1
10094 6830 1
12914 23206 1
23206 33091 1
33091 9414 1
9414 1891 1
1891 5070 1
5070 3887 1
3887 11405 1
11405 28941 1
28941 25599 1
25599 9017 1
9017 18703 1
18703 13505 1
13505 3115 1
3115 2042 1
2042 11332 1
11332 10094 1
10094 11539 1
11539 11592 1
11592 12689 2
12689 15706 1
15706 15260 1
15260 32184 1
32184 32386 1
9 26091 1
38 316 3
316 101 1
101 93 4
93 623 1
623 185 2
6365 11871 1
11871 6365 1
4177 37 1
37 136 2
865 1842 1
1842 435 1
435 11074 1
11074 3529 1
3529 1649 1
1542 2544 1
2544 9676 1
9676 1392 1
1274 155 1
155 287 1
1345 6498 2
6498 29675 1
29675 16017 1
16017 2318 1
2318 6618 1
6618 7629 1
1122 78 1
78 680 1
680 47 1
47 285 1
285 1837 1
1837 1589 1
1589 2661 1
2661 5974 1
189 3122 1
3468 5184 2
5184 5483 1
5483 7802 1
7802 13595 1
95 768 1
768 9511 1
9511 1941 1
154 852 1
852 2625 1
2625 4232 1
4232 608 1
608 2182 1
2182 30953 1
335 2091 2
2522 1107 1
1107 10849 1
10849 1983 1
1983 3954 1
3954 13484 1
19763 9602 1
9602 2332 1
2332 3608 1
3608 4001 1
4001 24667 1
1888 1564 3
1564 1091 1
1091 12280 1
12280 9750 1
7121 524 1
524 9875 1
9875 6210 1
6210 30178 1
30178 2262 1
2262 32679 1
32679 843 1
843 169 3
169 8805 1
8805 1396 1
1396 2783 1
2783 2893 1
2893 17177 1
17177 984 1
984 18948 1
4867 11787 1
11787 692 1
692 29351 1
474 33298 1
7793 5842 1
144 1298 1
131 760 2
760 6388 1
6388 144 1
31989 33832 1
168 4393 1
4393 1903 1
1903 22271 1
22271 3506 1
3506 16467 1
16467 12157 1
12157 8152 1
8152 848 1
3506 168 1
168 25547 1
25547 848 1
848 1710 1
8103 2695 1
2695 1139 1
1139 3331 2
7374 101 1
101 1087 1
1087 1297 1
1297 5 1
5 74 11
74 29 5
289 175 1
0 51 7
2808 7965 1
7965 9030 1
9030 13204 1
7369 300 1
300 1231 1
1231 1903 1
1903 8542 1
2458 2458 1
309 2874 1
1697 4677 1
426 814 1
814 789 1
789 30 1
30 18 9
3019 529 1
529 7719 1
7719 4997 1
183 6641 1
6641 2872 2
3974 31437 1
31437 27349 1
27349 13447 1
13447 1441 1
1441 839 1
5322 11937 1
11937 3714 1
3714 8229 1
14674 26892 1
26892 9509 1
799 6388 1
384 404 1
404 1492 1
14878 5625 1
5625 10301 1
10301 10301 1
411 4656 1
4656 4945 1
4945 2220 1
2220 8404 1
94 1764 1
30218 6129 1
6129 13397 1
13397 27748 1
12492 6129 1
6129 4227 1
23030 32689 1
115 868 1
868 707 3
707 516 1
516 375 1
375 1584 1
1816 3768 1
2635 26877 1
26877 3712 1
3712 5460 1
26690 25454 1
25454 5927 1
5927 1581 1
2428 1602 1
3639 1123 1
1123 3484 1
3484 7269 1
7269 3303 1
3303 2011 2
2011 2736 2
19738 23611 1
23611 14829 1
3573 241 1
241 2887 2
2887 31711 1
31711 8226 1
8226 13195 1
13195 15493 1
15493 577 1
577 26580 1
26580 86 1
86 8049 1
8049 31184 1
22103 6573 1
6573 1817 1
1817 2808 1
2808 33584 1
33584 22612 1
22612 32510 1
32510 6019 1
6019 15646 1
15646 8725 1
8725 15261 1
15261 8380 1
8380 29195 1
29195 32937 1
32937 16474 1
16474 292 1
292 10108 1
10108 639 1
639 13464 1
13464 1458 1
1458 35 2
35 33695 1
33695 31791 1
31791 24156 1
24156 313 1
313 777 1
3228 12847 1
12847 9519 1
9519 4972 1
4972 23509 1
23509 20956 1
15150 11199 1
11199 1104 1
1104 635 1
635 414 1
25198 5320 1
2446 1161 1
2446 4867 1
25898 12141 1
12141 29811 1
3 0 6
51 874 1
874 877 2
118 1899 1
797 20197 1
20197 6317 1
6317 1269 2
1269 16515 1
16515 15589 1
15589 3270 1
3270 6664 1
6664 12313 1
12313 13703 1
13703 18945 1
18945 2522 1
2522 13162 1
13162 570 1
570 2788 1
2788 1179 1
1179 31895 1
31895 29137 1
29137 18362 1
18362 26631 1
26631 16095 1
16095 18116 1
18116 1317 1
1317 3017 1
3017 2744 1
2744 1015 1
1015 3005 1
3005 7984 1
7984 19981 1
19981 29032 1
1015 5352 3
5352 23729 1
23729 33716 1
33716 24950 1
24950 5756 1
3534 1598 1
195 531 4
531 1855 3
1855 102 1
102 1495 1
1495 447 1
447 430 1
5681 6225 1
6225 7965 1
7965 23275 1
23275 17983 1
17983 11399 1
7216 993 1
993 1080 1
1080 798 3
10096 17873 1
570 3478 2
3478 1096 1
20612 3790 1
3790 1742 1
1742 6900 2
6900 1022 1
1022 13137 1
13137 11773 1
3790 13137 1
3148 2364 4
2364 2190 4
8562 23968 1
23968 21696 1
21696 10588 1
10588 8261 1
32186 10841 1
10841 2850 1
2850 20680 1
32043 9531 1
9531 15098 1
15098 30435 1
30435 23072 1
23072 31409 1
748 748 1
748 281 1
281 998 1
998 5640 1
5640 5045 1
5045 6339 1
6339 14147 1
1711 2215 1
2215 321 1
321 112 4
112 997 1
997 3477 1
306 90 1
90 117 3
117 132 1
13801 7145 1
47 189 1
189 11 1
11 1589 1
1589 562 1
562 16 1
16 63 1
63 48 1
365 334 1
334 636 1
636 12382 1
12382 6921 1
6921 2935 1
2935 5077 1
5077 25758 1
25758 31848 1
31848 3920 1
3920 8117 1
8117 3710 1
3710 59 1
636 1552 1
365 6569 1
6569 1808 1
1808 143 1
175 239 1
1812 30097 1
290 2305 1
478 2420 1
2420 13378 1
13378 17886 1
17886 22734 1
22734 2144 1
3170 5265 1
5265 3242 1
3242 2697 1
742 658 1
658 137 1
137 646 1
646 1128 1
1128 675 2
8189 24696 1
24696 4260 1
4260 9661 1
9661 11966 2
11966 865 1
865 7423 1
7423 23461 1
23461 32576 1
32576 425 1
425 266 1
266 1315 1
1315 1213 1
1213 1455 1
1455 3184 1
3184 3881 1
8189 3867 1
577 588 1
20150 32721 1
32721 1339 1
1339 7400 1
946 2978 2
2978 3952 1
3952 30609 1
30609 3525 1
3525 2423 1
2423 29260 1
29260 23860 1
23860 18013 1
18013 6862 1
6862 28731 1
28731 11018 1
11018 32044 1
32044 30652 1
30652 20291 1
20291 32135 1
32135 22338 1
22338 26508 1
26508 30890 1
30890 16929 1
16929 15227 1
15227 30476 1
30476 14910 1
14910 26285 1
26285 13034 1
9238 25001 1
25001 963 1
963 1510 1
1510 29881 1
56 562 1
562 14 1
14 231 1
231 12166 1
12166 16715 1
16715 23630 1
6848 6566 1
6566 19946 1
109 577 1
577 10348 1
995 1535 1
11680 25677 1
25677 69 1
69 419 2
419 1341 1
1341 2315 1
27328 899 1
899 1364 1
6743 3840 1
3840 899 1
531 7897 1
17246 664 1
331 617 2
617 31111 1
31111 4137 1
4137 2689 1
1257 13789 2
13789 1444 1
13559 6133 1
1678 13642 1
13642 608 1
14 3915 1
3915 353 1
353 1979 3
5801 922 1
1613 3703 1
3417 13525 1
13525 23525 1
23525 186 1
186 3582 1
3582 2236 1
2236 27530 1
20512 3417 1
3417 7969 1
7969 6746 1
6746 9394 1
9394 6037 1
6037 6593 1
6593 186 1
6037 186 1
8599 7885 1
7885 1966 1
1966 9394 1
4717 10664 1
10664 68 1
74 173 1
4389 2997 1
2997 9007 1
2634 31892 1
31892 17883 1
16848 28042 1
2834 8101 1
8101 12953 1
12953 9731 1
1096 31501 1
31501 23635 1
23635 478 1
478 31666 1
31666 2791 1
2791 1290 1
1290 20681 1
20681 2616 1
2616 7949 1
7949 3242 1
3242 4680 1
4680 7716 1
7716 28835 1
28835 11915 1
11915 13624 1
13624 3345 1
3345 10307 1
10307 33868 1
33868 19670 1
19670 29948 1
1917 6550 1
6550 3400 1
2054 3400 2
1998 1719 1
1719 7765 1
7765 4552 1
4552 9539 1
9539 346 1
346 2185 1
2185 3611 1
3611 6879 1
6879 6586 1
6586 9914 1
9914 5565 1
5565 30006 1
30006 10920 1
346 2619 1
2619 1131 1
21704 3973 1
3973 3973 1
6122 2075 1
2075 4506 1
1097 937 1
1097 2075 1
2075 231 1
231 11578 1
11578 2039 1
2039 1940 1
1940 9578 1
9578 1985 1
1985 21405 1
21405 7491 1
7491 6893 1
6893 825 1
825 20452 1
73 2624 1
2624 3594 1
395 1729 3
1729 8009 1
8009 12113 1
12113 12543 1
12543 20033 1
20033 29828 1
29828 12964 1
12964 18244 1
3803 395 1
395 3803 1
1469 108 1
12936 2200 1
88 998 1
31365 488 1
3689 257 1
604 1675 1
33711 871 1
13763 13763 1
986 195 3
531 447 2
447 7897 1
2837 33981 1
33981 3749 1
2524 5132 1
5132 5021 1
5021 1231 1
1237 2030 1
4005 10789 1
10789 16108 1
16108 16136 1
16136 17152 1
190 17590 1
17590 68 1
68 9655 2
9655 1602 1
1602 68 1
782 10003 1
10003 0 1
0 15115 1
15115 32104 1
32104 15847 1
15847 33824 1
33824 15056 1
15056 8993 1
8993 22067 1
22067 1674 1
1674 16483 1
16483 6752 1
6752 32164 1
32164 4034 1
4034 20160 1
20160 16850 1
12426 712 1
712 175 1
175 8917 1
8917 239 1
239 4043 2
4043 20968 1
20968 13112 1
13112 0 1
1407 649 1
649 25328 1
25328 33792 1
33792 26745 1
26745 27372 1
27372 33829 1
33829 25255 1
25255 32901 1
32901 17806 1
17806 10419 1
10419 25696 1
25696 10298 1
10298 24589 1
24589 22068 1
22068 18372 1
18372 28887 1
28887 20005 1
20005 9522 1
9522 26981 1
26981 32945 1
5543 960 1
960 1330 3
1330 6373 1
6373 3190 1
3190 4189 1
4189 782 1
782 6 3
6 4596 1
4758 0 1
0 11260 1
11260 6356 1
6356 12807 1
12807 1138 1
1138 7840 1
11260 19865 1
19865 13905 1
3520 8518 1
1674 3693 1
3693 4685 1
4685 3520 1
3520 4520 1
4520 22695 1
22695 33079 1
33079 6356 1
6356 18390 1
18390 14720 1
14720 20208 1
20208 10743 1
10743 14445 1
14445 27375 1
27375 19020 1
19020 12807 1
12807 13399 1
13399 8675 1
8675 14366 1
14366 14821 1
14821 13089 1
13089 239 1
239 1786 1
1786 1 1
1 1008 1
1786 1052 1
1052 263 4
263 7 1
7 492 2
492 13369 1
13369 1149 1
33004 4034 1
1149 3520 1
3520 2488 1
2488 14537 1
14537 12234 1
12234 1 1
1 7655 1
7655 22900 1
26683 24072 1
24072 13369 1
13369 5328 1
5328 4184 1
4184 2407 1
2407 4726 1
492 7 1
7 1149 1
1149 1149 1
1149 492 1
355 1026 2
1026 668 2
668 17620 1
17620 27721 1
28010 33489 1
33489 492 1
1149 1026 1
668 355 1
355 3520 1
3520 4726 1
4726 13066 1
13066 10007 1
24462 7886 1
4944 13066 1
13066 4726 1
4726 4969 1
4149 21687 1
4149 22904 1
31963 1008 1
7886 15487 1
4149 8274 1
8274 8584 1
8584 1674 1
4149 20901 1
20901 28187 1
28187 26176 1
26176 26483 1
26483 31672 1
668 26465 1
17304 27898 1
27898 26039 1
28063 8846 1
8846 26043 1
14332 31481 1
31481 17426 1
17426 33290 1
33290 9223 1
9223 32209 1
32209 27549 1
27549 23815 1
17178 18120 1
18120 20107 1
20107 8846 1
480 1345 4
1482 3286 1
45 1577 1
1035 1915 1
1915 26823 1
26823 16545 1
16545 4814 1
4814 31206 1
4814 18808 1
18808 9931 1
9931 11223 1
11223 10479 1
10479 1035 1
1436 477 2
477 2152 1
2152 253 1
253 3169 1
3169 105 1
2405 887 1
887 8029 1
14 238 2
238 2674 2
2980 703 1
703 2 1
2 161 3
161 678 1
238 4024 1
828 31810 1
31810 221 1
221 7110 1
2327 6747 1
6747 29 1
29 5 2
169 2435 1
2248 16236 1
16236 928 1
168 2890 1
17569 26162 1
26162 29 1
3295 18183 1
2463 2892 1
2892 1719 1
1719 6922 1
6922 38 1
38 4866 1
4866 2076 1
2076 12825 2
12825 2730 1
2730 3011 1
8138 896 1
158 2286 1
1473 1428 1
1428 1698 1
1698 3437 1
3437 18640 1
2391 12244 1
12244 11584 1
11584 3811 1
3811 13258 1
13258 3164 1
3164 68 1
68 400 8
400 5364 1
1512 518 1
518 3213 1
3213 3296 1
3296 5165 2
406 165 1
165 18779 1
6733 13223 1
13223 3401 1
3401 3737 1
13223 6733 1
6733 2242 1
1962 746 1
746 89 1
89 2995 3
521 173 3
173 8614 1
5959 9953 1
9953 9711 1
30680 9711 1
9711 9953 1
9953 5959 1
1513 1050 2
1050 10983 1
110 2301 3
2301 882 1
9836 21659 1
7002 544 1
544 4142 1
4142 2160 1
2160 3444 1
8585 12020 1
360 47 1
47 25 1
25 280 2
280 3209 2
9242 4858 1
4858 3482 1
1137 1108 1
1108 2439 1
2439 134 2
134 3671 1
3671 12105 1
3511 23209 1
23209 4788 1
4788 4788 1
4788 1211 1
1211 20478 1
13742 7891 1
1743 21098 1
243 2645 3
2074 18260 1
18260 3287 1
22845 2188 1
3287 122 1
122 159 1
159 5064 1
5064 5651 1
5651 4996 1
439 4060 1
4060 510 1
510 4851 1
4851 21126 1
21126 20343 1
