sku_id,brand,shop_id,cate
24105,3079,2542,22
26741,65,3544,67
4134,3193,1801,74
24013,3079,2542,22
2607,2412,554,74
3879,133,842,74
2290,3162,3813,74
11157,2874,3363,74
1081,3162,3170,74
19288,3079,2542,67
13067,2874,3363,67
1195,3087,2031,74
5725,1439,4158,74
592,2745,65,6
5654,8,3590,48
181,803,1913,24
458,803,1913,40
11557,1030,3092,54
11316,1382,4329,53
27878,3135,2099,74
15870,3135,2099,67
380,3502,3866,5
768,3502,3866,5
688,3502,3866,5
7091,3523,2053,72
2765,3523,2053,72
5349,3523,2053,72
9284,3523,2053,72
16296,3087,2031,72
1667,3549,3889,31
2241,3087,2031,72
11210,3523,2053,72
30216,3549,617,31
10141,179,3430,31
1329,956,4257,22
10788,2,2372,22
2078,3193,2729,22
18459,1663,4107,22
1295,762,315,66
511,3193,1801,22
97,2751,1892,66
2062,2346,4109,5
29689,2346,4109,5
5628,2346,4109,5
23589,2346,4109,5
13814,2346,4109,5
2166,2346,4109,5
26950,2346,4109,5
1996,2346,4109,5
2924,2346,4109,5
33380,2346,4109,5
17917,2346,4109,5
6974,2346,4109,5
14642,2346,4109,5
5552,2346,4109,5
5239,1609,3612,22
4886,1609,3612,66
7335,1609,2196,22
29298,256,636,66
33761,2276,4561,8
24,835,2424,5
32303,3189,2206,66
371,1510,208,73
21771,2076,3323,31
8805,3630,1974,25
10932,2120,321,31
32301,3630,402,25
28573,2032,40,10
3687,2998,2267,31
20240,1447,377,67
26654,41,972,67
6846,3505,1348,67
20368,1447,2463,67
349,3345,1794,67
9272,3567,3641,67
9613,3567,3641,67
1629,2351,4088,5
1466,1458,574,78
2577,3435,75,78
1380,279,1783,78
26975,3570,4757,78
5597,893,1858,78
2806,2216,2481,78
47,1076,509,5
839,2898,2098,78
8702,3059,122,78
268,569,3056,5
17621,903,2514,40
1636,1065,2618,40
20997,3662,4785,79
3072,2397,3758,7
2050,3276,1056,31
1363,3630,368,31
1120,1031,4131,50
1685,2764,4694,48
23069,1458,2111,78
30041,1458,111,78
25167,1458,574,78
16275,2144,80,78
17100,3503,4510,66
14119,846,3163,78
33264,846,3163,78
12550,1671,3163,78
32988,3503,4510,66
18173,1458,574,78
2159,3502,3866,5
3225,835,2606,5
695,1646,3375,5
3330,835,15,5
6692,1646,940,5
9824,709,3572,5
52,2346,4109,5
10912,3430,2606,5
3036,835,2424,5
21994,78,2606,5
8759,2461,4413,5
2873,594,248,5
2033,2346,798,5
1672,78,248,5
7458,1771,2606,5
28521,2813,4183,5
21437,78,2606,5
12620,2346,1362,5
6548,835,2558,5
11125,594,2242,5
12168,2346,4294,5
1921,2068,2606,5
13196,2346,2049,5
81,1733,2383,52
686,594,1238,5
2200,835,121,5
619,375,3845,5
4851,835,2938,5
326,78,2558,5
846,2346,2192,5
7852,835,940,5
1303,1076,509,5
1784,3502,3866,5
1439,3193,2729,22
4162,375,1490,5
995,375,1490,5
104,375,4413,5
8051,375,1490,5
817,2982,1854,5
351,375,1490,5
7489,3169,2783,78
609,582,3310,78
4267,491,1300,78
5346,998,673,78
14286,1797,4230,31
32914,1845,2352,10
11681,1936,4319,31
28016,1360,3013,31
13463,2906,3336,10
1861,2906,3336,10
2197,1845,2352,10
398,1936,4319,31
4407,334,2319,10
552,803,1913,73
0,2346,4109,5
4,1076,509,5
26,78,3226,5
1851,1127,1094,5
2,1127,3684,5
14945,3630,1900,40
254,803,2039,40
8654,3353,604,40
10587,3444,3164,40
11583,1795,4658,40
1410,1065,4468,40
7221,3353,604,40
7779,3108,2584,40
495,1065,611,40
6607,3549,57,40
409,1065,1699,40
1638,1065,611,31
29,903,753,52
4616,3548,4135,7
3175,1164,3650,7
21388,748,3806,52
2327,748,3806,52
2829,23,313,66
61,78,3226,5
2781,3087,2031,64
245,78,3226,5
22,78,3226,5
558,78,3226,5
966,1418,2564,28
505,2021,4199,24
6085,232,3694,11
32399,1046,4547,59
16057,1046,2657,59
22942,1046,188,59
11835,2226,3163,78
20998,2755,244,59
3586,938,1323,59
15456,1046,834,59
192,2813,1643,5
273,3454,2692,5
211,1934,3689,5
189,1076,1543,5
3162,431,4443,5
1389,1552,780,8
4119,3630,1900,38
667,2813,1643,5
1116,1934,3689,5
582,2813,1150,5
95,3502,3866,5
2146,3024,516,72
1404,1944,1278,5
3720,480,3566,5
32030,480,3566,5
975,3502,3866,5
11694,1913,2102,5
10709,1913,2633,5
17622,2227,2692,5
18946,480,3566,5
1646,3018,1447,5
32676,1671,3163,78
9930,3480,3163,78
25020,3480,3163,78
947,133,842,64
4342,1031,219,11
12617,2921,4620,11
1533,3025,1753,11
4836,569,3204,5
5547,3312,3781,72
26987,3114,2663,72
7035,2055,730,72
3484,3345,1272,72
66,429,747,23
40,803,3574,23
108,429,747,23
6088,1227,3924,42
448,694,3309,42
12405,2333,1542,35
15803,2724,1622,35
30527,2147,3970,35
11682,2147,3970,35
27808,2147,3970,35
6043,3351,2417,34
135,1995,2525,12
4273,3351,2417,12
1397,3526,1576,12
11737,1234,3836,18
20616,3160,4118,24
498,2664,399,31
2309,3318,3409,70
11300,3318,3409,70
3080,3318,3409,70
6086,3318,3409,70
1897,3318,3409,70
3114,95,4239,70
1249,3318,2152,70
1411,1076,509,5
285,1076,509,5
1086,431,4443,5
37,3630,368,17
1902,903,2514,17
202,3355,1648,17
1279,334,621,17
15592,78,4294,5
31287,2784,1856,5
29362,2646,2127,5
12111,1018,990,5
27075,78,4294,5
20061,78,4294,5
8607,452,2669,17
1911,3630,368,71
3746,3630,368,71
32025,3630,400,71
6699,3630,1974,71
5822,3630,368,71
10838,811,876,71
26594,3630,3455,71
26480,3630,4282,71
17415,3630,3455,15
20230,926,2489,40
18447,582,3310,64
7637,752,588,11
12706,437,2077,11
738,752,588,11
3410,1763,38,50
26402,2921,4080,11
3568,3483,1814,50
19132,171,1810,11
32263,1964,3481,11
10046,1964,866,11
29558,1622,182,11
21272,321,1107,11
13033,1134,3342,50
4324,8,2957,50
30924,2921,1733,11
1243,2999,1907,50
26067,2921,56,11
22460,2921,1909,11
23743,2921,3745,11
4328,752,2841,11
8847,752,2841,11
20881,1128,41,21
32323,1730,4528,21
4588,16,115,21
5749,2868,932,50
13792,1262,1445,50
9447,1262,1445,50
21617,3606,3324,11
3727,1262,1445,50
19745,752,2841,11
3346,2868,932,50
25068,1089,2246,11
8665,3377,3667,11
777,903,2514,52
509,903,2514,52
291,811,876,17
1266,2751,1892,66
1988,1277,2027,53
30343,2715,2917,56
2394,3309,1485,5
13635,805,3341,21
28422,3549,4259,75
877,2346,4109,5
923,3430,1278,5
11167,1646,2583,5
3823,2346,2369,5
6444,2346,2823,5
2598,594,864,5
492,2346,3242,5
71,1076,509,5
13555,594,1211,5
5371,1646,935,5
2407,594,864,5
7955,2346,2823,5
7467,594,864,5
5876,2346,3242,5
27608,2346,3242,5
7,2346,3242,5
1026,2346,3507,5
355,2346,4109,5
203,429,747,23
3218,569,1494,5
1726,2782,1141,20
2721,179,887,52
2491,2076,3323,52
242,2076,3323,52
537,1065,2618,52
1252,1065,2618,52
29414,2127,889,52
736,1266,1674,52
10835,1418,1033,52
7295,514,334,5
32308,569,3981,5
440,592,934,67
25378,1845,2352,40
261,1065,2618,40
5387,1065,2618,40
5044,3548,4135,28
3716,2864,3626,28
3672,3353,604,28
5174,417,1091,28
3205,1065,611,40
3637,1350,3699,28
3658,803,2635,49
1450,1031,3155,50
8555,2615,306,50
1764,375,1490,5
5530,375,1490,5
25,375,1490,5
6058,532,1007,36
2111,288,798,5
1599,2474,4424,36
9398,500,4329,72
1669,1553,937,5
8119,1553,937,5
6241,547,1969,5
5096,547,1969,5
2775,2629,3590,45
413,1076,798,5
4999,2967,4243,42
4715,694,3309,53
2556,694,3309,53
10310,1050,3546,70
4304,271,4017,69
1151,271,4017,69
18106,694,3178,53
680,2684,798,5
8057,547,1969,5
3435,856,1703,24
1718,33,2226,14
152,569,3056,5
572,1690,2179,14
2328,1854,1459,31
35,903,2857,31
597,903,2514,31
4152,903,4628,31
132,903,4628,31
10079,1329,1381,46
15921,1329,1381,46
18858,596,4209,50
214,803,1913,52
1143,1065,2618,52
9671,384,2336,31
67,803,2867,31
1366,1885,1266,31
952,2120,4175,52
7159,2120,1453,52
785,179,1393,31
2868,803,1913,52
4111,803,1495,31
1054,2076,3323,31
375,3549,1012,31
7693,3662,4785,79
13250,2515,380,50
7480,2868,2153,50
26721,3482,3855,50
294,1031,4348,48
867,2382,2529,48
1416,2382,2151,48
980,145,3197,48
1291,2382,183,21
2392,133,842,67
270,1418,2564,28
10630,1065,1248,28
205,417,3853,6
163,417,3853,16
397,3549,3889,40
10159,2562,2352,24
21740,1637,3854,24
5952,1637,2608,24
3453,2562,2352,24
7722,2562,2352,24
1268,1418,1033,24
18666,1637,3854,24
9518,2842,2833,70
18314,2842,2833,70
204,3258,2883,70
5133,2842,2833,70
21634,324,4582,70
1418,803,1844,31
3230,3630,1974,28
393,2864,3626,40
4416,1350,3699,28
9448,3662,4785,79
8570,1845,2352,40
4967,2864,3626,28
9816,140,1473,78
10365,9,1657,78
11181,9,1657,78
4852,706,1357,78
18839,9,1657,78
5572,1974,4329,78
5399,30,3386,5
7846,3505,1348,78
721,1458,3252,78
10736,3505,1348,78
33737,1799,2357,55
1710,569,4413,5
12220,253,2447,5
328,1041,4345,24
218,1974,4329,78
10757,3480,3163,78
167,569,1072,5
2666,9,1657,78
12008,2859,4298,78
13371,3550,1443,78
307,3630,368,62
2401,2223,790,72
13316,2223,790,72
430,2223,790,72
4904,2445,2634,69
447,2876,4631,72
195,663,4527,72
842,3003,1602,72
419,1586,653,66
531,2792,1397,72
5065,3003,2122,72
4249,2445,2634,72
4063,855,3400,72
2524,51,4220,72
2041,321,4131,18
20313,951,4248,21
5127,429,2204,23
3677,429,4522,23
1492,429,1811,23
404,429,2204,23
17943,429,4550,23
775,429,2204,23
5953,803,4427,31
23,803,1913,31
31318,803,1844,31
14107,803,3457,31
15137,803,1841,31
16868,803,566,31
870,803,4400,31
15218,803,3457,31
33452,803,3959,31
18514,803,3906,31
2776,803,4427,31
9349,803,4273,31
12333,3057,1921,53
1451,2764,120,48
5874,1041,4345,24
7729,2179,2109,24
5671,2179,2109,24
217,429,747,19
31994,2675,291,16
2745,231,733,5
194,2717,1856,5
2128,2784,1856,5
18041,3177,3036,53
806,1046,834,70
42,1046,834,70
19657,515,4715,20
2235,3231,4243,21
930,1111,2984,61
13,1721,1834,66
9602,51,2990,72
463,2875,2581,72
6039,3312,370,72
8147,2875,2581,72
15907,1711,1949,72
3825,321,2172,21
25882,3198,3842,21
25566,1031,219,21
23802,2705,1796,21
1848,709,2938,5
17959,288,798,5
92,1646,3375,5
256,288,798,5
6527,2456,3632,5
72,803,1495,31
33955,2537,1161,21
7028,2611,4621,21
3706,1288,4343,21
3991,2017,4596,21
4799,495,2998,21
497,2611,4621,21
28916,495,2597,21
1465,683,1304,21
33407,750,723,5
715,23,313,66
8152,1423,2423,66
579,1721,3255,66
466,2751,1892,66
516,1065,228,31
8384,1065,611,31
4699,1065,611,31
6041,1065,611,31
3151,109,2323,21
1643,2813,1150,5
3977,981,949,5
17626,1600,2400,76
4573,3439,4239,76
7400,2411,4239,2
17684,2411,4239,2
9494,2411,1867,2
19995,2126,546,10
1484,334,2131,24
1313,334,2131,24
2346,2484,2238,1
749,334,2131,24
316,179,1393,24
536,2333,4724,24
857,2179,2109,24
38,2333,1542,24
623,179,887,24
11073,2739,2195,21
22227,2739,3725,21
6779,683,1304,34
5351,1254,4596,53
10609,683,1304,34
8107,3606,3324,50
9298,903,4628,31
1435,1065,2618,38
1061,1065,2618,38
33058,1323,3755,21
30568,1442,2918,21
1706,1307,1097,72
471,2413,3482,24
220,803,1844,24
4340,903,2514,24
21,803,1913,24
1977,903,2514,24
29126,903,2903,24
33035,22,3270,21
16390,1954,492,21
27998,22,3270,21
30661,22,2929,21
22863,1146,1525,10
12061,1146,1525,10
5813,1146,1525,10
31249,1146,1525,10
28,903,2514,73
30,803,3574,23
11890,1274,2423,24
184,179,1393,24
5072,3230,1260,21
5817,3146,3446,21
7912,555,2326,21
2332,279,1783,72
332,3080,1423,64
26098,1604,2415,54
2268,803,1844,73
7373,2504,465,74
207,717,382,64
338,2874,3363,64
372,3378,1426,64
4626,1124,1672,74
2771,1065,612,49
8292,479,2607,27
7818,2886,1275,27
11608,479,2607,27
611,1065,2618,38
2070,1418,1033,24
580,803,1495,24
1687,694,3309,36
2419,556,1893,53
3964,2652,1612,53
2742,1065,2328,38
225,1065,228,73
1255,1065,2618,24
6962,556,1893,53
15464,3230,2120,21
407,1065,2618,24
9642,2080,4391,46
3319,1065,612,31
742,2120,4175,31
26019,1065,4407,49
3989,1065,612,49
542,1065,2618,49
2918,1065,3716,49
367,803,1913,24
20304,1065,149,49
574,803,1495,24
8336,1065,3716,38
20,803,1913,24
882,1065,2618,24
34006,2474,4424,36
7055,2652,3426,53
3196,683,1304,20
87,1418,2564,7
114,1418,2564,7
462,1418,2564,7
311,903,2514,6
422,903,2857,6
89,663,4527,64
6715,1983,284,64
1214,1567,167,64
1234,956,4721,22
11435,1696,2949,10
20413,728,1472,64
904,903,2514,73
399,803,1913,73
3274,172,3857,38
32588,903,2942,73
718,803,4273,73
1276,803,1495,73
1146,903,235,38
2092,1065,2618,38
3282,803,1913,38
30408,334,2352,31
11982,903,2903,38
435,903,4628,38
20611,3385,500,20
6619,321,2172,20
24754,2764,4564,20
11973,2947,2334,48
18334,744,3755,21
10402,3189,2206,66
584,1721,3255,22
6882,2500,1575,21
2288,331,1769,72
4180,1901,3083,72
851,2619,4413,5
432,903,2903,31
2828,903,753,31
129,903,753,31
519,903,2514,73
247,903,2514,73
306,903,2514,31
30315,913,2016,10
1972,803,1495,10
4213,811,876,10
2433,903,2857,31
6337,903,753,10
781,903,2514,31
31086,2263,3308,53
11959,429,4378,19
4841,1379,336,78
1102,3617,4185,5
442,288,798,5
3,2346,4109,5
24931,2842,2833,32
1107,2842,2833,32
2358,2842,2833,32
1799,3258,2883,32
10813,2842,2833,32
62,1065,2618,24
7572,2365,4062,24
4706,2373,3010,24
4802,2161,1682,24
2156,267,2793,24
30383,267,2793,24
10413,2161,1682,24
2908,2613,2879,24
18230,3662,4785,79
1089,2613,2879,24
6614,2613,2879,24
1189,856,1703,24
4452,1524,1581,24
24371,1450,451,69
32282,267,2110,24
1424,2333,4724,24
366,2813,1643,5
1369,1127,2778,5
8650,1769,4588,5
6418,375,1950,5
139,835,2424,5
54,1127,3684,5
2549,375,1490,5
267,569,4215,5
10952,981,949,5
4681,259,405,5
34,78,3226,5
24588,78,4413,5
88,1127,3684,5
3729,394,4329,5
421,2795,2022,5
2980,1076,509,5
1453,1769,2928,5
159,569,3056,5
9835,1769,2928,5
8310,1769,2928,5
13898,1769,582,5
1819,1769,1028,5
21701,1769,4139,5
91,1076,509,5
59,2346,1276,5
1541,1127,3684,5
3725,1127,3684,5
236,1127,3684,5
13514,1769,1028,5
13167,1127,2778,5
1524,1127,3684,5
133,1127,3684,5
6820,1127,4318,5
7531,1127,4318,5
1568,1127,2778,5
18708,1127,2339,5
32882,1127,2624,5
11483,1769,1028,5
7686,2716,2953,5
10944,1076,1101,5
1353,2745,65,56
2170,3549,3889,56
4746,1065,2618,56
7147,1065,2618,35
2682,1065,2618,35
5599,903,3581,31
2876,803,1913,31
6338,903,3581,31
2191,2071,4035,2
28798,1419,2675,76
990,1065,2618,16
1653,1065,611,16
25485,1991,1915,16
14598,1065,3716,16
5331,1065,1067,49
369,1065,2618,16
13450,3630,3714,38
10306,903,1479,10
4778,903,1479,10
4695,903,1479,17
18212,432,2409,18
5428,1258,3423,39
16464,2629,2853,18
28547,898,3784,40
4280,2834,3784,27
6823,898,3784,40
6162,2823,1182,27
6939,2988,2558,5
5010,1076,2386,5
1408,63,1247,5
30089,2988,2606,5
2796,2886,1275,27
162,1418,1033,7
5321,3539,1488,27
2403,1418,1033,7
191,903,2514,31
5922,8,904,30
2225,1371,1588,70
8012,1371,1588,70
8912,1371,1588,70
12,803,1913,31
16252,3630,585,28
26270,3630,1966,28
31559,3630,3455,28
22440,3630,402,28
26939,3630,1966,28
17460,3630,4112,28
10555,3630,3839,28
16724,3630,585,28
28515,1501,2660,65
14578,1501,2660,14
31774,1501,2660,14
2786,1501,2660,14
8558,1501,2660,14
5792,3549,4259,75
3736,2065,1592,20
6175,3662,4785,79
507,903,2514,52
600,2076,2508,52
22730,2076,3323,52
4002,2076,3323,52
3816,803,1495,52
11520,803,4427,52
224,78,3226,5
11924,1076,2049,5
24144,569,4535,5
32305,2813,1995,5
386,375,1490,5
281,78,3226,5
1420,375,1490,5
199,2745,65,6
9877,2745,65,17
14,78,3226,5
353,78,3226,5
3915,78,4413,5
1979,78,3226,5
2036,569,3850,5
28561,3457,3850,77
3617,3502,3866,5
1678,173,2411,5
13642,375,1490,5
608,375,1490,5
7119,3630,400,38
1055,3630,368,38
30736,3630,1974,38
5532,604,858,62
1984,604,858,62
2763,2339,3164,27
14173,127,2169,27
12558,479,2607,27
25291,143,4565,27
2660,803,4273,40
5098,903,2514,40
22808,1065,916,16
685,836,4539,40
86,803,1913,40
28923,1065,2618,40
2211,1266,1674,40
8450,1065,916,16
11465,1065,2604,16
883,1728,3005,7
727,1418,1033,7
85,2282,3956,7
924,803,1913,7
1610,1065,2618,49
20052,2282,398,10
10039,3662,4785,79
1029,803,1913,49
11931,3662,4785,79
1692,2282,398,7
99,1418,4581,7
6615,751,4532,7
18129,2549,2719,65
18474,2549,2719,65
16529,1878,4715,20
14393,1081,1609,20
28578,1878,4715,20
13915,1878,4715,20
32978,1878,4715,20
12451,903,4628,31
2889,903,2857,31
7293,903,2514,31
18404,375,3845,5
14577,375,3845,5
964,375,3961,5
1199,3022,4109,5
30081,1490,2683,21
3470,569,1072,5
5575,384,3351,35
706,375,1490,5
381,1046,834,70
8,78,3226,5
1781,659,4657,21
13864,3660,2011,14
734,1721,1834,72
2069,1227,3924,53
5834,1227,4447,53
2305,803,1913,6
290,2745,65,6
7381,2062,3869,72
7128,3630,368,6
1739,3630,368,17
1554,33,2226,14
1142,3630,368,35
22345,1319,2962,21
27707,1445,4657,21
14558,241,1712,21
10440,241,4649,21
16510,1637,43,24
257,3162,3813,64
470,803,1913,31
1083,903,2514,73
2122,1510,208,10
3806,2333,3500,52
127,903,2514,73
1928,267,2793,24
2044,903,2903,73
18729,2009,1629,72
1084,903,2514,73
120,1065,2618,73
2824,2333,1542,10
443,694,3309,53
920,903,2514,73
616,811,876,10
7394,2563,3465,53
13311,209,4376,48
2469,1336,2493,24
5513,1041,4345,24
3110,2333,1542,24
1248,803,1495,24
3399,331,3847,72
30875,2234,2394,58
19200,798,3601,33
10925,2234,2394,58
2246,2001,444,21
3621,1248,4329,58
3414,1795,4658,6
8850,3428,988,78
4926,1414,1620,78
5216,3186,2423,78
4046,818,1960,28
1074,2972,4243,53
1001,3177,3036,53
1818,694,3309,53
13261,694,3309,53
6358,2864,1654,40
4094,818,1960,28
13012,2404,905,28
18964,3630,3455,28
804,1065,2618,28
1628,3630,368,28
438,1065,611,40
1769,3630,3714,40
33218,1418,2423,28
2664,2864,3626,28
2510,803,1913,40
13847,2333,1542,28
5720,3630,368,28
1265,3630,368,28
323,3630,368,28
1434,1418,1033,28
835,3630,1974,28
33780,417,2596,28
2719,1065,2618,40
1260,3630,1974,28
10832,1039,601,40
2372,3662,4785,79
2884,8,3590,45
4295,2478,4127,11
4540,903,1823,31
8275,903,2857,31
19656,903,1064,31
14753,903,2942,31
2673,903,3581,31
17863,3416,4267,66
32661,2505,1726,66
14700,874,253,66
17964,2078,4626,66
30962,874,253,66
8309,1939,1696,66
2454,417,1091,28
2837,3630,368,28
14471,1418,2423,28
10247,3094,1336,40
7405,372,2107,5
17691,2813,1150,5
2613,1076,509,5
585,1438,802,5
10779,1076,509,5
931,1076,509,5
17176,1553,2317,5
17735,1553,2317,5
16147,1553,2317,5
33376,1553,2317,5
15276,1553,2317,5
14788,1553,937,5
22273,1553,4606,5
32940,1553,4606,5
17742,1553,4606,5
25351,1553,2317,5
24837,1553,2656,5
14442,1553,2317,5
16003,1553,4086,5
26119,1553,4606,5
29399,1250,3673,5
29758,1553,4606,5
2301,1065,2618,24
1525,803,1913,24
1087,1266,1674,24
620,1828,2931,5
2304,443,3055,23
252,2346,4109,5
103,803,3574,23
28393,3160,1779,40
607,3160,1779,16
8055,2921,305,48
14429,2921,305,48
22615,1031,2172,50
28223,1031,4110,50
6840,1065,2618,38
32335,1065,228,31
2174,1065,1699,16
2389,803,4427,73
20224,219,1963,73
4074,1065,4468,31
4801,1065,612,31
23016,1065,3383,31
1626,1065,228,31
3336,1065,4468,31
9134,2120,1453,73
7752,2120,1453,73
25765,2120,897,73
4281,903,2942,73
2501,803,4400,31
15705,3630,3959,31
16931,803,3457,31
6056,470,2332,29
29274,470,3665,29
2633,3630,368,62
